id	text	score
1126	I think that the fruit flies will evolve faster because they reproduce much more. According to Darwin's Theory of Evolution, it says that overproduction is needed for evolution to occur. This is so that some can die off and others can successfully evolve or create variation in the species. The fruit flies reproduce so much that the fast overproduction will lead to evolution of the fruit flies.	4
1127	I think that the fruit flys would evolve faster because they have offsrping so much that their offsprings may come out different which would cause more evolving species to come and with more and more different species, the entire population would eventually change.	4
1128	If fruit a producing more generations per year , the fruit flies will pass on their traits to the next generation faster than the elephant. The bad ones will die off quicker.	4
1129	If fruit flys reproduce at a much faster rate it will have more chances that that one trait the parent had and no one else had to be past on to the next generation and that baby will mate and have a fly with that trait and one trait that is individual to that. But only the flies with good traits will survive to mate with others. And over time it will evolve so you can notivce it but if you look at elephants they haven't change much from their ancestor the mammoth.	4
1130	If one fruit fly inherits a trait that helps it to survive, then that trait can be passed on to its children, who may inherit that trait. Since fruit flies reproduce so much more than elephants, the good traits will be passed on more quickly.	4
1131	It is because fruit flies die more often and faster so the ones who live will give that trait to the offspring and then sooner or later the whole species will survive longer.	4
1132	It takes many generations for a species to evolve and have certain traits, so the fruit flies can reproduce quickly so they can evolve quickly, whereas the elephants take a long time to reproduce, so they take a long time to evolve.	4
1133	It takes many generations to pass traits to the offspring with a noticeable and helpful difference so the fruit flies would evolve faster.	4
1134	Since fruit flies reproduce faster, there is more variation in the species because of all the things they do in their lifetime. Since evolution takes thousands of generations, and the fruit flies have already gone through many of them because of their reproduction speed, they are more likely to evolve faster than elephants.	4
1135	Since they reproduce more, the more genetic traits will be created over time and they will be passed down to their offspring.	4
1136	So many generations can make evolution faster because the generations can adapt faster to the generation and quickly give it to its offspring.	4
1137	The faster an organism reproduces the faster the species evolves because it will inherit features quicker.	4
1138	The fruit flies evolve quicker because they reproduce much quicker then elephants and produce more offspring due to this they often get adapted to the environment and are able to survive.	4
1139	The fruit flies have more offspring than the elephants so their adaptations it would be more likely to be able to breed true [through].	4
1140	The fruit flies would evolve faster because they are smaller than the elephant and the fruit fly reproduces faster which means a adaptation will come up faster than the elephant.	4
1141	the fruit fly will reproduce faster so more chances a good trait will catch on and change all the fruit flys.	4
1142	The higher the reproduction rate the more chance of variation in population. Since fruit flies reproduce more per year, they are more likely going to have more variation in population than elephants who only reproduce every 5 years.	4
1143	The more generations an organism has in a time span, the faster it can evolve. The more generations it has, new traits can be used and disused, resulting in evolution.	4
1144	The more generations the traits may show more and evolution will take place faster.	4
1145	The more something evolves more their species would have change to occur because if they reproduce quickly they can have more variations in their offspring which will result in evolution occurring earlier for the fruit flies.	4
1146	the more something reproduces the faster the different traits can be past on	4
1147	the more that a population reproduces, the more variation that there will be. variation is important to evolution because there is a better chance of survival of a species if a virus or something kills all the flies with a certain trait, then the others without that trait will live on.	4
1148	The more the generations, the faster traits will change.	4
1149	the more times a speciies reproduces the more the population has a chance of evolving becuase the species has more variation and can pass natural tests and natural selection.	4
1150	The reason I believe fruit flies would evolve faster is because they have offspring more frequently so if they have a good trait then it will be passed down through generations faster.	4
1151	The reason I chose fruit flies is because if a fly that has a good trait produces 36 offspring the trait gets passed on to 36 new flies.	4
1152	The`re would be more of the species to evolve. If the fruit flies were evolving, the new adaptation would come faster through more generations. The elephant has less generations to pass down the new trait.	4
1153	Theirs more baby's which means more variation.	4
1154	There is a more likely chance that the fruit flies will evolve faster because they reproduce more often. Each generation has variation and the because of that the fruit flies offspring will be different. When their offspring reproduces about 13140 times the elephants will have reproduce once.	4
1155	There is more chance of variation, the more offspring there are and the more chance of variation means more chance of evolving.	4
1156	there would be variation in every single generation and they all go through natural selection that selects out individuals that suit the environment. There would be 1800 generations of fruit flies in 5 years while elephants only have two. So fruit flies could evolve faster than elephants and have a lot more chance of surviving once the environment changes.	4
1157	They give birth to more offspring so they will obtain traits faster than the elephant.	4
1158	They have more offspring causing the babies to adapt and evolve.	4
1159	They reproduce 52.5 times as fast as elephants, letting the species adapt and pass down helpful traits much more quickly.	4
1160	They reproduce a lot so, there is a lot more chances that a mutation comes up. Elephants only reproduce one every five years so, there is a smaller chance that a mutation will come.	4
1161	They reproduce faster so if there's a little change in the environment that has a big effect, they'll catch it and adapt to it so they will reproduce more and match the environment.	4
1162	they reproduce more often and so they can evolve quicker because there would be a variation in the flys, such as some might not be able to fly well or they have small wings and will get eaten, but the ones that have big wings can fly quick and reproduce an evolved species.	4
1163	they reproduce more so they'll have more offspring to adapt with different traits	4
1164	They will have more offspring, giving it a greater chance of a fruit fly adapting and producing more offspring.	4
1165	When a species reproduces more, it give them a faster time for evolution to occur. Very subtle changes happen in every offspring. If fruit flies reproduce more often than elephants, they will have a faster evolution and a better chance to adapt or change.	4
1166	When more offspring are produced more traits will be passed on quicker.	4
1167	when the flys produce offspring, every time they are giing the new traits which enables them to evolve quicker than elephants.	4
1168	With a higher reproduction rate a trait that could help one fly survive could be passed on to hundreds of the other flies over the time of a couple of years.	4
1169	With more generations are being reproduced, the will evolve faster because they will pass down their traits faster.	4
1170	Because fruit flies have many ,many more generations at a time they have a better chance at passing on successful traits, so they will be adapted for their environment sooner.	5
1171	because the more times a speices reproduce the more the variation in the speices.The more variation in the speices the better it adapts to new things.The faster it adapts to new things the faster it evolves.	5
1172	Due to the faster breeding time of the fruit fly, I believe that the flies will produce much more variation, as well as the need to adapt, due to whatever reason they need.	5
1173	Evolution occurs when organisms with traits best suited for the environment pass on these adaptations to their children, and eventually (many generations later), the species will be better suited for the environment as a whole. So, the more a species reproduces, the faster it can evolve. This being said, the fruit fly will evolve much faster than the elephant.	5
1174	Evolution occurs when, over at least a thousand generations, organisms with genetic traits more suited to the selective pressures placed on them (such as lack of food) are more likely to survive to reproduce and pass these advantageous traits down to their offspring, so the faster generations happen, the faster evolution happens.	5
1175	Fruit flies reproduce more times so genetic traits can be passed down quicker. Also,if there is a sudden change in the environment, the fruit flies can evolve quicker and adapt to the environment faster.	5
1176	Fruit flies reproduce more times so genetic traits can be passed down quicker. Also,if there is a sudden change in the environment, the fruit flies can evolve quicker and adapt to the environment faster.	5
1177	I think fruit flies will evolve faster because they have more chances to be a variant with different traits. Also they will have more chances to adapt to the environment.	5
1178	The fruit flies will evolve faster because evolution is based off of natural selection which happens in every generation. With every generation, some organisms (the organisms withe the less beneficial genetic traits) will die off and some organisms (the ones with the more beneficial starting genetic traits) will survive and be able to reproduce. Evolution is generally very slow and will take many generations. The more generations you can cram into a given time, the more natural selection happens and thus the faster evolution happens.	5
1179	the more babies are made, the more that there is a chance of evolution is for the species. more babies will mean more variation, and variation is good, since if one variation is better for the species' survival, and it passes it down to its offspring, then they could acquire the adaptation and spread it around and such.	5
